store_id,block_id,mall_id,external_mall_id,sales,engagement,traffic,cost,TOPSIS_Closeness,Rank
4384.0,6677,26.0,22,0.6227557107541002,0.6718118395385777,0.04345660090748169,0.24348002602233876,0.6641393641460159,1
511.0,7098,1.0,19,0.28916134633934343,1.0,0.040448873433393574,0.2470645006058552,0.6422343552999117,2
12117.0,11480,68.0,32,0.25709585273016755,0.9668264586027255,0.01324655832552624,0.2082636227064599,0.6218347435450797,3
11324.0,6449,64.0,26,0.3096616350166003,0.8867009735376876,0.033031056894108166,0.1588031010486241,0.6161561529011671,4
5779.0,4403,15.0,17,0.4941843423702163,0.7177395877731223,0.08248983083981952,0.03459625494744351,0.6118651696268992,5
11467.0,6235,61.0,25,0.2543617515806628,0.9290072296520276,0.040575488516954444,0.16189025515979222,0.6069807211091395,6
9219.0,10910,54.0,18,0.36003744458308423,0.7831889238648552,0.017180894321351853,0.09507189874892438,0.5975517642588273,7
11237.0,6414,64.0,26,0.24855548962013718,0.9037748594681099,0.12057817471286111,0.16364282406304434,0.5938347390445313,8
9352.0,11148,54.0,18,0.2695810091179183,0.9627771061316968,0.2720796017513669,0.013673177309455489,0.5937111237164489,9
5583.0,464,12.0,15,0.2559701510953294,0.9047468305845936,0.05957348100951559,0.072506649529288,0.592967165418829,10
11147.0,6437,64.0,26,0.2769366636900689,0.8565397082762768,0.03027261610484671,0.05805769848982937,0.587093675595923,11
11053.0,2331,62.0,24,0.20755381512106838,0.8316254738340125,0.04082609344632648,0.43190145376542055,0.5825527047188531,12
2077.0,6796,5.0,33,0.24982347155514922,0.8047134339097054,0.023540770306366417,0.30739229280224606,0.5815029689425484,13
5000.0,5214,17.0,14,0.2597761115000625,0.9262273922588842,0.29386773769023966,0.03459625494744351,0.5812455106341611,14
5445.0,431,12.0,15,0.2771862568752701,0.8406788753008767,0.07855650858386094,0.07963514601286802,0.5812156190619987,15
651.0,7208,1.0,19,0.249693716609813,0.8761378694201666,0.07989742715144332,0.05290016721634722,0.5800859502349862,16
4453.0,6659,26.0,22,0.28111770990922674,0.8503164480615042,0.17028715912327946,0.055540219593204404,0.5772978483519606,17
1731.0,7370,6.0,30,0.2724612609271926,0.8209906909470234,0.13142220139221603,0.1666019578830531,0.5767607174798461,18
2044.0,6771,5.0,33,0.28778266963194776,0.8169917240677761,0.1526014668221095,0.04167822796569962,0.5689456381751553,19
10194.0,6100,57.0,23,0.2094427122926279,0.7362718370607456,0.025387268543061368,0.6501011504617176,0.5660386368555294,20
11365.0,6335,61.0,25,0.188879665563854,0.8706306443960143,0.047290725528553526,0.04987185975404785,0.5602025472088376,21
9325.0,11127,54.0,18,0.33193370000911115,0.6303732697028983,0.013754979925651618,0.316831144689814,0.5459637967737021,22
4693.0,2927,19.0,12,0.48084678198599506,0.5599650330271404,0.07246415264509337,0.07849785272500184,0.5446124043863639,23
186.0,7582,0.0,13,0.25327339456463543,0.7362718370607456,0.09704929335434528,0.1795621381126538,0.542834021090787,24
1413.0,4740,4.0,10,0.2518572437772376,0.7081762987821332,0.03781607644155517,0.22527641708690468,0.5395051299249011,25
10301.0,6095,57.0,23,0.25396340944653756,0.7362718370607456,0.07798054796121313,0.04657288890117064,0.5344087260554184,26
9434.0,11309,54.0,18,0.2836349997770534,0.6868525056270836,0.08172039553344132,0.06254173417280678,0.5261800727154303,27
11077.0,2308,62.0,24,0.29910092318473186,0.6160626524923785,0.09898304585085202,0.31418718146963964,0.5193569262626214,28
5702.0,4299,15.0,17,0.24635605568549326,0.6588236310826184,0.05549837560116561,0.2555803987855939,0.5181818220856856,29
1651.0,7314,6.0,30,0.2611859050160993,0.6792495315603663,0.11844639668240493,0.10314269203077761,0.5151394110129697,30
9942.0,5692,59.0,28,0.2521718193152008,0.68406831794068,0.10913280171003188,0.0927602752636616,0.5140678317962991,31
11586.0,6179,61.0,25,0.24946978687988208,0.673450653034904,0.03760956645708647,0.06194161038449661,0.51271113622654,32
11365.0,6369,61.0,25,0.1885878282524038,0.7455379617045572,0.1316240959558569,0.04987185975404785,0.5124074293383052,33
9844.0,5785,59.0,28,0.23344828190216257,0.6347252656217139,0.033680774716611045,0.3462678798668001,0.511939006724196,34
12212.0,11563,68.0,32,0.2383157955335064,0.7051431028270242,0.15094123382165472,0.031324953397297774,0.5099440612266221,35
9286.0,11219,54.0,18,0.2919915857293855,0.6014918422416673,0.04447858227067189,0.19940845193160633,0.5064146706596747,36
5551.0,471,12.0,15,0.356928466841811,0.58973777292605,0.10739305852687792,0.018583375807417337,0.5049173118528308,37
1174.0,4707,4.0,10,0.42258441306012207,0.5158475278148802,0.11267530371522094,0.057632252672377454,0.49766382183287355,38
6015.0,4899,14.0,7,0.24763414898639732,0.6343444659788177,0.03962429278891873,0.08823167891576766,0.4976214825881408,39
11585.0,6256,61.0,25,0.24738623394582115,0.6527462064686407,0.07838947672227434,0.02430520638303506,0.49734808134579267,40
5174.0,1676,20.0,16,0.2556209036545252,0.6387336829153599,0.064140500601985,0.04909428552300792,0.4972049094801193,41
5207.0,1733,20.0,16,0.2480160056043424,0.6186067622186932,0.05284417715839675,0.1347743299578791,0.4930368183678884,42
5203.0,1821,20.0,16,0.26131904763267505,0.6411062326107883,0.13166218290090034,0.03268487415228218,0.4927610980649186,43
11585.0,6256,61.0,25,0.24668930561263053,0.6527462064686407,0.1344417902171632,0.02430520638303506,0.49200925073038304,44
142.0,7629,0.0,13,0.36296229358182414,0.45387565743981956,0.01815485804114312,0.4746750216931111,0.4881255567951075,45
4582.0,2844,19.0,12,0.339481955584631,0.5404593917575563,0.039574039552323775,0.0848402159392684,0.48801917467667627,46
4723.0,2843,19.0,12,0.24633582001018578,0.6014918422416673,0.1167831112839332,0.25997473025849016,0.48756886423799506,47
5928.0,4837,14.0,7,0.3089832559836011,0.5032949888734816,0.04941908482083496,0.38807326073730086,0.4811860985579713,48
5502.0,465,12.0,15,0.3249512270398299,0.5317780518180061,0.07002978293334554,0.08354649270004684,0.47566046440347803,49
9848.0,5839,59.0,28,0.18939051138994034,0.5926469050816653,0.022962904541428353,0.28639668276233005,0.47559092585531765,50
1704.0,7334,6.0,30,0.27057473419193423,0.5751218432553259,0.19964302273929538,0.24861349646839329,0.47456535952733137,51
11433.0,6154,61.0,25,0.3523965803419454,0.5509493441845129,0.27685977472587553,0.09086641245419555,0.4734965822036293,52
2019.0,6964,5.0,33,0.43577700058964786,0.45239933650184555,0.09620129197615732,0.026836295660140275,0.47289936590044884,53
5513.0,467,12.0,15,0.5211182550845777,0.37371953658671825,0.08989738322701483,0.03320958760675229,0.4705030573220479,54
6054.0,891,14.0,7,0.2564624191511167,0.5341018448321281,0.018236027248029252,0.24609291775792064,0.4695929664302997,55
11535.0,6256,61.0,25,0.24619810118490315,0.5787477181159478,0.06927905926391595,0.0265103932212018,0.46616912027585516,56
